"","id","date","tavg"
"4300","RSM00028661",2013-10-09,3
"4301","RSM00028661",2013-10-10,-17
"4302","RSM00028661",2013-10-11,4
"4303","RSM00028661",2013-10-12,65
"4304","RSM00028661",2013-10-13,52
"4305","RSM00028661",2013-10-14,27
"4306","RSM00028661",2013-10-15,-2
"4307","RSM00028661",2013-10-16,25
"4308","RSM00028661",2013-10-17,72
"4309","RSM00028661",2013-10-18,34
"4310","RSM00028661",2013-10-19,-30
"4311","RSM00028661",2013-10-20,74
"4312","RSM00028661",2013-10-21,4
"4313","RSM00028661",2013-10-22,-13
"4314","RSM00028661",2013-10-23,-46
"4315","RSM00028661",2013-10-24,-27
"4316","RSM00028661",2013-10-25,16
"4317","RSM00028661",2013-10-26,51
"4318","RSM00028661",2013-10-27,46
"4319","RSM00028661",2013-10-28,59
"4320","RSM00028661",2013-10-29,68
"4321","RSM00028661",2013-10-30,80
"4322","RSM00028661",2013-10-31,87
"4323","RSM00028661",2013-11-01,75
"4324","RSM00028661",2013-11-02,12
"4325","RSM00028661",2013-11-03,31
"4326","RSM00028661",2013-11-04,46
"4327","RSM00028661",2013-11-05,61
"4328","RSM00028661",2013-11-06,23
"4329","RSM00028661",2013-11-07,46
"4330","RSM00028661",2013-11-08,41
"4331","RSM00028661",2013-11-09,46
"4332","RSM00028661",2013-11-10,19
"4333","RSM00028661",2013-11-11,24
"4334","RSM00028661",2013-11-12,35
"4335","RSM00028661",2013-11-13,9
"4336","RSM00028661",2013-11-14,-3
"4337","RSM00028661",2013-11-15,31
"4338","RSM00028661",2013-11-16,11
"4339","RSM00028661",2013-11-17,-17
"4340","RSM00028661",2013-11-18,4
"4341","RSM00028661",2013-11-19,-9
"4342","RSM00028661",2013-11-20,-27
"4343","RSM00028661",2013-11-21,-16
"4344","RSM00028661",2013-11-22,-29
"4345","RSM00028661",2013-11-23,-41
"4346","RSM00028661",2013-11-24,-43
"4347","RSM00028661",2013-11-25,-59
"4348","RSM00028661",2013-11-26,-43
"4349","RSM00028661",2013-11-27,-21
"4350","RSM00028661",2013-11-28,22
"4351","RSM00028661",2013-11-29,10
"4352","RSM00028661",2013-11-30,-13
"4353","RSM00028661",2013-12-01,-69
"4354","RSM00028661",2013-12-02,-58
"4355","RSM00028661",2013-12-03,-19
"4356","RSM00028661",2013-12-04,-82
"4357","RSM00028661",2013-12-05,-109
"4358","RSM00028661",2013-12-06,-17
"4359","RSM00028661",2013-12-07,-48
"4360","RSM00028661",2013-12-08,-81
"4361","RSM00028661",2013-12-09,-101
"4362","RSM00028661",2013-12-10,-70
"4363","RSM00028661",2013-12-11,-152
"4364","RSM00028661",2013-12-12,-130
"4365","RSM00028661",2013-12-13,-47
"4366","RSM00028661",2013-12-14,-47
"4367","RSM00028661",2013-12-15,-47
"4368","RSM00028661",2013-12-16,-142
"4369","RSM00028661",2013-12-17,-222
"4370","RSM00028661",2013-12-18,-171
"4371","RSM00028661",2013-12-19,-103
"4372","RSM00028661",2013-12-20,-242
"4373","RSM00028661",2013-12-21,-239
"4374","RSM00028661",2013-12-22,-138
"4375","RSM00028661",2013-12-23,-150
"4376","RSM00028661",2013-12-24,-106
"4377","RSM00028661",2013-12-25,-43
"4378","RSM00028661",2013-12-26,-43
"4379","RSM00028661",2013-12-27,-46
"4380","RSM00028661",2013-12-28,-49
"4381","RSM00028661",2013-12-29,-45
"4382","RSM00028661",2013-12-30,-47
"4383","RSM00028661",2013-12-31,-46
"4384","RSM00028661",2014-01-01,-68
"4385","RSM00028661",2014-01-02,-51
"4386","RSM00028661",2014-01-03,-261
"4387","RSM00028661",2014-01-04,-280
"4388","RSM00028661",2014-01-05,-242
"4389","RSM00028661",2014-01-06,-202
"4390","RSM00028661",2014-01-07,-159
"4391","RSM00028661",2014-01-08,-96
"4392","RSM00028661",2014-01-09,-46
"4393","RSM00028661",2014-01-10,-35
"4394","RSM00028661",2014-01-11,-64
"4395","RSM00028661",2014-01-12,-17
"4396","RSM00028661",2014-01-13,-13
"4397","RSM00028661",2014-01-14,-36
"4398","RSM00028661",2014-01-15,-43
"4399","RSM00028661",2014-01-16,-58
"4400","RSM00028661",2014-01-17,-84
"4401","RSM00028661",2014-01-18,-76
"4402","RSM00028661",2014-01-19,-178
"4403","RSM00028661",2014-01-20,-207
"4404","RSM00028661",2014-01-21,-179
"4405","RSM00028661",2014-01-22,-129
"4406","RSM00028661",2014-01-23,-221
"4407","RSM00028661",2014-01-24,-249
"4408","RSM00028661",2014-01-25,-289
"4409","RSM00028661",2014-01-26,-264
"4410","RSM00028661",2014-01-27,-263
"4411","RSM00028661",2014-01-28,-259
"4412","RSM00028661",2014-01-29,-304
"4413","RSM00028661",2014-01-30,-345
"4414","RSM00028661",2014-01-31,-252
"4415","RSM00028661",2014-02-01,-240
"4416","RSM00028661",2014-02-02,-251
"4417","RSM00028661",2014-02-03,-227
"4418","RSM00028661",2014-02-04,-226
"4419","RSM00028661",2014-02-05,-179
"4420","RSM00028661",2014-02-06,-148
"4421","RSM00028661",2014-02-07,-191
"4422","RSM00028661",2014-02-08,-260
"4423","RSM00028661",2014-02-09,-243
"4424","RSM00028661",2014-02-10,-203
"4425","RSM00028661",2014-02-11,-183
"4426","RSM00028661",2014-02-12,-272
"4427","RSM00028661",2014-02-13,-253
"4428","RSM00028661",2014-02-14,-242
"4429","RSM00028661",2014-02-15,-189
"4430","RSM00028661",2014-02-16,-78
"4431","RSM00028661",2014-02-17,-43
"4432","RSM00028661",2014-02-18,-74
"4433","RSM00028661",2014-02-19,-101
"4434","RSM00028661",2014-02-20,-159
"4435","RSM00028661",2014-02-21,-250
"4436","RSM00028661",2014-02-22,-296
"4437","RSM00028661",2014-02-23,-253
"4438","RSM00028661",2014-02-24,-203
"4439","RSM00028661",2014-02-25,-99
"4440","RSM00028661",2014-02-26,-33
"4441","RSM00028661",2014-02-27,18
"4442","RSM00028661",2014-02-28,-6
"4443","RSM00028661",2014-03-01,-25
"4444","RSM00028661",2014-03-02,-109
"4445","RSM00028661",2014-03-03,-126
"4446","RSM00028661",2014-03-04,-94
"4447","RSM00028661",2014-03-05,-97
"4448","RSM00028661",2014-03-06,-88
"4449","RSM00028661",2014-03-07,-52
"4450","RSM00028661",2014-03-08,-39
"4451","RSM00028661",2014-03-09,2
"4452","RSM00028661",2014-03-10,8
"4453","RSM00028661",2014-03-11,3
"4454","RSM00028661",2014-03-12,-16
"4455","RSM00028661",2014-03-13,-23
"4456","RSM00028661",2014-03-14,-9
"4457","RSM00028661",2014-03-15,-16
"4458","RSM00028661",2014-03-16,-4
"4459","RSM00028661",2014-03-17,5
"4460","RSM00028661",2014-03-18,5
"4461","RSM00028661",2014-03-19,9
"4462","RSM00028661",2014-03-20,-4
"4463","RSM00028661",2014-03-21,-11
"4464","RSM00028661",2014-03-22,-26
"4465","RSM00028661",2014-03-23,-2
"4466","RSM00028661",2014-03-24,15
"4467","RSM00028661",2014-03-25,24
"4468","RSM00028661",2014-03-26,43
"4469","RSM00028661",2014-03-27,1
"4470","RSM00028661",2014-03-28,-4
"4471","RSM00028661",2014-03-29,2
"4472","RSM00028661",2014-03-30,-2
"4473","RSM00028661",2014-03-31,21
"4474","RSM00028661",2014-04-01,3
"4475","RSM00028661",2014-04-02,-8
"4476","RSM00028661",2014-04-03,12
"4477","RSM00028661",2014-04-04,-4
"4478","RSM00028661",2014-04-05,22
"4479","RSM00028661",2014-04-06,16
"4480","RSM00028661",2014-04-07,13
"4481","RSM00028661",2014-04-08,39
"4482","RSM00028661",2014-04-09,10
"4483","RSM00028661",2014-04-10,-19
"4484","RSM00028661",2014-04-11,-34
"4485","RSM00028661",2014-04-12,2
"4486","RSM00028661",2014-04-13,36
"4487","RSM00028661",2014-04-14,57
"4488","RSM00028661",2014-04-15,86
"4489","RSM00028661",2014-04-16,96
"4490","RSM00028661",2014-04-17,129
"4491","RSM00028661",2014-04-18,87
"4492","RSM00028661",2014-04-19,75
"4493","RSM00028661",2014-04-20,111
"4494","RSM00028661",2014-04-21,59
"4495","RSM00028661",2014-04-22,33
"4496","RSM00028661",2014-04-23,95
"4497","RSM00028661",2014-04-24,95
"4498","RSM00028661",2014-04-25,30
"4499","RSM00028661",2014-04-26,-26
"4500","RSM00028661",2014-04-27,-11
"4501","RSM00028661",2014-04-28,19
"4502","RSM00028661",2014-04-29,98
"4503","RSM00028661",2014-04-30,141
"4504","RSM00028661",2014-05-01,161
"4505","RSM00028661",2014-05-02,152
"4506","RSM00028661",2014-05-03,167
"4507","RSM00028661",2014-05-04,128
"4508","RSM00028661",2014-05-05,71
"4509","RSM00028661",2014-05-06,123
"4510","RSM00028661",2014-05-07,177
"4511","RSM00028661",2014-05-08,117
"4512","RSM00028661",2014-05-09,122
"4513","RSM00028661",2014-05-10,144
"4514","RSM00028661",2014-05-11,201
"4515","RSM00028661",2014-05-12,237
"4516","RSM00028661",2014-05-13,223
"4517","RSM00028661",2014-05-14,234
"4518","RSM00028661",2014-05-15,248
"4519","RSM00028661",2014-05-16,217
"4520","RSM00028661",2014-05-17,109
"4521","RSM00028661",2014-05-18,74
"4522","RSM00028661",2014-05-19,108
"4523","RSM00028661",2014-05-20,94
"4524","RSM00028661",2014-05-21,93
"4525","RSM00028661",2014-05-22,182
"4526","RSM00028661",2014-05-23,227
"4527","RSM00028661",2014-05-24,171
"4528","RSM00028661",2014-05-25,181
"4529","RSM00028661",2014-05-26,145
"4530","RSM00028661",2014-05-27,105
"4531","RSM00028661",2014-05-28,76
"4532","RSM00028661",2014-05-29,76
"4533","RSM00028661",2014-05-30,95
"4534","RSM00028661",2014-05-31,123
"4535","RSM00028661",2014-06-01,164
"4536","RSM00028661",2014-06-02,203
"4537","RSM00028661",2014-06-03,199
"4538","RSM00028661",2014-06-04,165
"4539","RSM00028661",2014-06-05,172
"4540","RSM00028661",2014-06-06,134
"4541","RSM00028661",2014-06-07,92
"4542","RSM00028661",2014-06-08,132
"4543","RSM00028661",2014-06-09,144
"4544","RSM00028661",2014-06-10,179
"4545","RSM00028661",2014-06-11,168
"4546","RSM00028661",2014-06-12,198
"4547","RSM00028661",2014-06-13,231
"4548","RSM00028661",2014-06-14,244
"4549","RSM00028661",2014-06-15,180
"4550","RSM00028661",2014-06-16,172
"4551","RSM00028661",2014-06-17,167
"4552","RSM00028661",2014-06-18,169
"4553","RSM00028661",2014-06-19,221
"4554","RSM00028661",2014-06-20,172
"4555","RSM00028661",2014-06-21,176
"4556","RSM00028661",2014-06-22,196
"4557","RSM00028661",2014-06-23,241
"4558","RSM00028661",2014-06-24,249
"4559","RSM00028661",2014-06-25,216
"4560","RSM00028661",2014-06-26,214
"4561","RSM00028661",2014-06-27,197
"4562","RSM00028661",2014-06-28,207
"4563","RSM00028661",2014-06-29,229
"4564","RSM00028661",2014-06-30,199
"4565","RSM00028661",2014-07-01,147
"4566","RSM00028661",2014-07-02,169
"4567","RSM00028661",2014-07-03,204
"4568","RSM00028661",2014-07-04,196
"4569","RSM00028661",2014-07-05,233
"4570","RSM00028661",2014-07-06,261
"4571","RSM00028661",2014-07-07,234
"4572","RSM00028661",2014-07-08,206
"4573","RSM00028661",2014-07-09,175
"4574","RSM00028661",2014-07-10,139
"4575","RSM00028661",2014-07-11,137
"4576","RSM00028661",2014-07-12,138
"4577","RSM00028661",2014-07-13,103
"4578","RSM00028661",2014-07-14,117
"4579","RSM00028661",2014-07-15,137
"4580","RSM00028661",2014-07-16,179
"4581","RSM00028661",2014-07-17,143
"4582","RSM00028661",2014-07-18,98
"4583","RSM00028661",2014-07-19,125
"4584","RSM00028661",2014-07-20,146
"4585","RSM00028661",2014-07-21,124
"4586","RSM00028661",2014-07-22,132
"4587","RSM00028661",2014-07-23,139
"4588","RSM00028661",2014-07-24,158
"4589","RSM00028661",2014-07-25,109
"4590","RSM00028661",2014-07-26,119
"4591","RSM00028661",2014-07-27,115
"4592","RSM00028661",2014-07-28,128
"4593","RSM00028661",2014-07-29,127
"4594","RSM00028661",2014-07-30,169
"4595","RSM00028661",2014-07-31,184
"4596","RSM00028661",2014-08-01,174
"4597","RSM00028661",2014-08-02,180
"4598","RSM00028661",2014-08-03,203
"4599","RSM00028661",2014-08-04,189
"4600","RSM00028661",2014-08-05,203
"4601","RSM00028661",2014-08-06,208
"4602","RSM00028661",2014-08-07,191
"4603","RSM00028661",2014-08-08,194
"4604","RSM00028661",2014-08-09,215
"4605","RSM00028661",2014-08-10,230
"4606","RSM00028661",2014-08-11,197
"4607","RSM00028661",2014-08-12,181
"4608","RSM00028661",2014-08-13,120
"4609","RSM00028661",2014-08-14,149
"4610","RSM00028661",2014-08-15,164
"4611","RSM00028661",2014-08-16,185
"4612","RSM00028661",2014-08-17,227
"4613","RSM00028661",2014-08-18,233
"4614","RSM00028661",2014-08-19,223
"4615","RSM00028661",2014-08-20,211
"4616","RSM00028661",2014-08-21,229
"4617","RSM00028661",2014-08-22,205
"4618","RSM00028661",2014-08-23,198
"4619","RSM00028661",2014-08-24,193
"4620","RSM00028661",2014-08-25,153
"4621","RSM00028661",2014-08-26,118
"4622","RSM00028661",2014-08-27,148
"4623","RSM00028661",2014-08-28,163
"4624","RSM00028661",2014-08-29,208
"4625","RSM00028661",2014-08-30,195
"4626","RSM00028661",2014-08-31,153
"4627","RSM00028661",2014-09-01,99
"4628","RSM00028661",2014-09-02,88
"4629","RSM00028661",2014-09-03,109
"4630","RSM00028661",2014-09-04,126
"4631","RSM00028661",2014-09-05,127
"4632","RSM00028661",2014-09-06,112
"4633","RSM00028661",2014-09-07,91
"4634","RSM00028661",2014-09-08,79
"4635","RSM00028661",2014-09-09,83
"4636","RSM00028661",2014-09-10,72
"4637","RSM00028661",2014-09-11,94
"4638","RSM00028661",2014-09-12,150
"4639","RSM00028661",2014-09-13,157
"4640","RSM00028661",2014-09-14,86
"4641","RSM00028661",2014-09-15,64
"4642","RSM00028661",2014-09-16,96
"4643","RSM00028661",2014-09-17,45
"4644","RSM00028661",2014-09-18,34
"4645","RSM00028661",2014-09-19,70
"4646","RSM00028661",2014-09-20,103
"4647","RSM00028661",2014-09-21,106
"4648","RSM00028661",2014-09-22,103
"4649","RSM00028661",2014-09-23,102
"4650","RSM00028661",2014-09-24,94
"4651","RSM00028661",2014-09-25,93
"4652","RSM00028661",2014-09-26,63
"4653","RSM00028661",2014-09-27,61
"4654","RSM00028661",2014-09-28,38
"4655","RSM00028661",2014-09-29,81
"4656","RSM00028661",2014-09-30,84
"4657","RSM00028661",2014-10-01,106
"4658","RSM00028661",2014-10-02,83
"4659","RSM00028661",2014-10-03,44
"4660","RSM00028661",2014-10-04,33
"4661","RSM00028661",2014-10-05,38
"4662","RSM00028661",2014-10-06,43
"4663","RSM00028661",2014-10-07,26
"4664","RSM00028661",2014-10-08,9
"4665","RSM00028661",2014-10-09,26
"4666","RSM00028661",2014-10-10,45
"4667","RSM00028661",2014-10-11,46
"4668","RSM00028661",2014-10-12,3
"4669","RSM00028661",2014-10-13,21
"4670","RSM00028661",2014-10-14,38
"4671","RSM00028661",2014-10-15,27
"4672","RSM00028661",2014-10-16,11
"4673","RSM00028661",2014-10-17,-15
"4674","RSM00028661",2014-10-18,-29
"4675","RSM00028661",2014-10-19,-16
"4676","RSM00028661",2014-10-20,-42
"4677","RSM00028661",2014-10-21,-56
"4678","RSM00028661",2014-10-22,1
"4679","RSM00028661",2014-10-23,-1
"4680","RSM00028661",2014-10-24,-87
"4681","RSM00028661",2014-10-25,-119
"4682","RSM00028661",2014-10-26,-115
"4683","RSM00028661",2014-10-27,-92
"4684","RSM00028661",2014-10-28,-37
"4685","RSM00028661",2014-10-29,23
"4686","RSM00028661",2014-10-30,21
"4687","RSM00028661",2014-10-31,18
"4688","RSM00028661",2014-11-01,7
"4689","RSM00028661",2014-11-02,0
"4690","RSM00028661",2014-11-03,2
"4691","RSM00028661",2014-11-04,-7
"4692","RSM00028661",2014-11-05,-1
"4693","RSM00028661",2014-11-06,0
"4694","RSM00028661",2014-11-07,-61
"4695","RSM00028661",2014-11-08,-181
"4696","RSM00028661",2014-11-09,-162
"4697","RSM00028661",2014-11-10,-49
"4698","RSM00028661",2014-11-11,7
"4699","RSM00028661",2014-11-12,-3
"4700","RSM00028661",2014-11-13,10
"4701","RSM00028661",2014-11-14,-23
"4702","RSM00028661",2014-11-15,-99
"4703","RSM00028661",2014-11-16,-155
"4704","RSM00028661",2014-11-17,-159
"4705","RSM00028661",2014-11-18,-94
"4706","RSM00028661",2014-11-19,-39
"4707","RSM00028661",2014-11-20,-41
"4708","RSM00028661",2014-11-21,-15
"4709","RSM00028661",2014-11-22,-23
"4710","RSM00028661",2014-11-23,-154
"4711","RSM00028661",2014-11-24,-178
"4712","RSM00028661",2014-11-25,-86
"4713","RSM00028661",2014-11-26,-67
"4714","RSM00028661",2014-11-27,-148
"4715","RSM00028661",2014-11-28,-151
"4716","RSM00028661",2014-11-29,-76
"4717","RSM00028661",2014-11-30,-36
"4718","RSM00028661",2014-12-01,-66
"4719","RSM00028661",2014-12-02,-124
"4720","RSM00028661",2014-12-03,-200
"4721","RSM00028661",2014-12-04,-222
"4722","RSM00028661",2014-12-05,-175
"4723","RSM00028661",2014-12-06,-233
"4724","RSM00028661",2014-12-07,-176
"4725","RSM00028661",2014-12-08,-44
"4726","RSM00028661",2014-12-09,-98
"4727","RSM00028661",2014-12-10,-92
"4728","RSM00028661",2014-12-11,-98
"4729","RSM00028661",2014-12-12,-126
"4730","RSM00028661",2014-12-13,-59
"4731","RSM00028661",2014-12-14,-65
"4732","RSM00028661",2014-12-15,-47
"4733","RSM00028661",2014-12-16,-78
"4734","RSM00028661",2014-12-17,-117
"4735","RSM00028661",2014-12-18,-122
"4736","RSM00028661",2014-12-19,-96
"4737","RSM00028661",2014-12-20,-71
"4738","RSM00028661",2014-12-21,-20
"4739","RSM00028661",2014-12-22,-3
"4740","RSM00028661",2014-12-23,8
"4741","RSM00028661",2014-12-24,-21
"4742","RSM00028661",2014-12-25,-52
"4743","RSM00028661",2014-12-26,-73
"4744","RSM00028661",2014-12-27,-109
"4745","RSM00028661",2014-12-28,-163
"4746","RSM00028661",2014-12-29,-136
"4747","RSM00028661",2014-12-30,-115
"4748","RSM00028661",2014-12-31,-77
"4749","RSM00028661",2015-01-01,-211
"4750","RSM00028661",2015-01-02,-279
"4751","RSM00028661",2015-01-03,-212
"4752","RSM00028661",2015-01-04,-22
"4753","RSM00028661",2015-01-05,-47
"4754","RSM00028661",2015-01-06,-68
"4755","RSM00028661",2015-01-07,-82
"4756","RSM00028661",2015-01-08,-172
"4757","RSM00028661",2015-01-09,-236
"4758","RSM00028661",2015-01-10,-196
"4759","RSM00028661",2015-01-11,-157
"4760","RSM00028661",2015-01-12,-168
"4761","RSM00028661",2015-01-13,-62
"4762","RSM00028661",2015-01-14,-69
"4763","RSM00028661",2015-01-15,-35
"4764","RSM00028661",2015-01-16,-25
"4765","RSM00028661",2015-01-17,-42
"4766","RSM00028661",2015-01-18,-83
"4767","RSM00028661",2015-01-19,-79
"4768","RSM00028661",2015-01-20,-105
"4769","RSM00028661",2015-01-21,-116
"4770","RSM00028661",2015-01-22,-175
"4771","RSM00028661",2015-01-23,-243
"4772","RSM00028661",2015-01-24,-274
"4773","RSM00028661",2015-01-25,-247
"4774","RSM00028661",2015-01-26,-173
"4775","RSM00028661",2015-01-27,-151
"4776","RSM00028661",2015-01-28,-182
"4777","RSM00028661",2015-01-29,-172
"4778","RSM00028661",2015-01-30,-169
"4779","RSM00028661",2015-01-31,-174
"4780","RSM00028661",2015-02-01,-184
"4781","RSM00028661",2015-02-02,-164
"4782","RSM00028661",2015-02-03,-134
"4783","RSM00028661",2015-02-04,-155
"4784","RSM00028661",2015-02-05,-156
"4785","RSM00028661",2015-02-06,-126
"4786","RSM00028661",2015-02-07,-149
"4787","RSM00028661",2015-02-08,-73
"4788","RSM00028661",2015-02-09,-107
"4789","RSM00028661",2015-02-10,-112
"4790","RSM00028661",2015-02-11,-102
"4791","RSM00028661",2015-02-12,-53
"4792","RSM00028661",2015-02-13,-36
"4793","RSM00028661",2015-02-14,-61
"4794","RSM00028661",2015-02-15,-105
"4795","RSM00028661",2015-02-16,-126
"4796","RSM00028661",2015-02-17,-179
"4797","RSM00028661",2015-02-18,-126
"4798","RSM00028661",2015-02-19,-168
"4799","RSM00028661",2015-02-20,-136
"4800","RSM00028661",2015-02-21,-138
"4801","RSM00028661",2015-02-22,-24
"4802","RSM00028661",2015-02-23,-51
"4803","RSM00028661",2015-02-24,-14
"4804","RSM00028661",2015-02-25,-27
"4805","RSM00028661",2015-02-26,-37
"4806","RSM00028661",2015-02-27,-18
"4807","RSM00028661",2015-02-28,-38
"4808","RSM00028661",2015-03-01,-72
"4809","RSM00028661",2015-03-02,-81
"4810","RSM00028661",2015-03-03,-105
"4811","RSM00028661",2015-03-04,-124
"4812","RSM00028661",2015-03-05,-108
"4813","RSM00028661",2015-03-06,-91
"4814","RSM00028661",2015-03-07,-124
"4815","RSM00028661",2015-03-08,-159
"4816","RSM00028661",2015-03-09,-142
"4817","RSM00028661",2015-03-10,-31
"4818","RSM00028661",2015-03-11,1
"4819","RSM00028661",2015-03-12,-1
"4820","RSM00028661",2015-03-13,-1
"4821","RSM00028661",2015-03-14,-16
"4822","RSM00028661",2015-03-15,4
"4823","RSM00028661",2015-03-16,-40
"4824","RSM00028661",2015-03-17,-18
"4825","RSM00028661",2015-03-18,13
"4826","RSM00028661",2015-03-19,13
"4827","RSM00028661",2015-03-20,1
"4828","RSM00028661",2015-03-21,-12
"4829","RSM00028661",2015-03-22,-12
"4830","RSM00028661",2015-03-23,1
"4831","RSM00028661",2015-03-24,-58
"4832","RSM00028661",2015-03-25,-33
"4833","RSM00028661",2015-03-26,-22
"4834","RSM00028661",2015-03-27,-73
"4835","RSM00028661",2015-03-28,-118
"4836","RSM00028661",2015-03-29,-94
"4837","RSM00028661",2015-03-30,-39
"4838","RSM00028661",2015-03-31,-4
"4839","RSM00028661",2015-04-01,21
"4840","RSM00028661",2015-04-02,-5
"4841","RSM00028661",2015-04-03,3
"4842","RSM00028661",2015-04-04,17
"4843","RSM00028661",2015-04-05,19
"4844","RSM00028661",2015-04-06,16
"4845","RSM00028661",2015-04-07,33
"4846","RSM00028661",2015-04-08,NA
"4847","RSM00028661",2015-04-09,NA
"4848","RSM00028661",2015-04-10,NA
"4849","RSM00028661",2015-04-11,NA
"4850","RSM00028661",2015-04-12,NA
"4851","RSM00028661",2015-04-13,NA
"4852","RSM00028661",2015-04-14,NA
"4853","RSM00028661",2015-04-15,NA
"4854","RSM00028661",2015-04-16,NA
"4855","RSM00028661",2015-04-17,NA
"4856","RSM00028661",2015-04-18,NA
"4857","RSM00028661",2015-04-19,NA
"4858","RSM00028661",2015-04-20,NA
"4859","RSM00028661",2015-04-21,NA
"4860","RSM00028661",2015-04-22,NA
"4861","RSM00028661",2015-04-23,NA
"4862","RSM00028661",2015-04-24,NA
"4863","RSM00028661",2015-04-25,NA
"4864","RSM00028661",2015-04-26,NA
"4865","RSM00028661",2015-04-27,NA
"4866","RSM00028661",2015-04-28,NA
"4867","RSM00028661",2015-04-29,111
"4868","RSM00028661",2015-04-30,176
"4869","RSM00028661",2015-10-01,73
"4870","RSM00028661",2015-10-02,72
"4871","RSM00028661",2015-10-03,77
"4872","RSM00028661",2015-10-04,47
"4873","RSM00028661",2015-10-05,50
"4874","RSM00028661",2015-10-06,104
"4875","RSM00028661",2015-10-07,103
"4876","RSM00028661",2015-10-08,114
"4877","RSM00028661",2015-10-09,31
"4878","RSM00028661",2015-10-10,17
"4879","RSM00028661",2015-10-11,6
"4880","RSM00028661",2015-10-12,-10
"4881","RSM00028661",2015-10-13,-23
"4882","RSM00028661",2015-10-14,-23
"4883","RSM00028661",2015-10-15,29
"4884","RSM00028661",2015-10-16,13
"4885","RSM00028661",2015-10-17,4
"4886","RSM00028661",2015-10-18,38
"4887","RSM00028661",2015-10-19,37
"4888","RSM00028661",2015-10-20,-18
"4889","RSM00028661",2015-10-21,-82
"4890","RSM00028661",2015-10-22,-76
"4891","RSM00028661",2015-10-23,-30
"4892","RSM00028661",2015-10-24,-7
"4893","RSM00028661",2015-10-25,-1
"4894","RSM00028661",2015-10-26,2
"4895","RSM00028661",2015-10-27,17
"4896","RSM00028661",2015-10-28,21
"4897","RSM00028661",2015-10-29,28
"4898","RSM00028661",2015-10-30,-3
"4899","RSM00028661",2015-10-31,-51
"4900","RSM00028661",2015-11-01,-60
"4901","RSM00028661",2015-11-02,-17
"4902","RSM00028661",2015-11-03,3
"4903","RSM00028661",2015-11-04,7
"4904","RSM00028661",2015-11-05,-2
"4905","RSM00028661",2015-11-06,-2
"4906","RSM00028661",2015-11-07,-16
"4907","RSM00028661",2015-11-08,-64
"4908","RSM00028661",2015-11-09,-108
"4909","RSM00028661",2015-11-10,-94
"4910","RSM00028661",2015-11-11,-63
"4911","RSM00028661",2015-11-12,-77
"4912","RSM00028661",2015-11-13,-98
"4913","RSM00028661",2015-11-14,-105
"4914","RSM00028661",2015-11-15,-146
"4915","RSM00028661",2015-11-16,-151
"4916","RSM00028661",2015-11-17,-162
"4917","RSM00028661",2015-11-18,-173
"4918","RSM00028661",2015-11-19,-163
"4919","RSM00028661",2015-11-20,-201
"4920","RSM00028661",2015-11-21,-205
"4921","RSM00028661",2015-11-22,-108
"4922","RSM00028661",2015-11-23,10
"4923","RSM00028661",2015-11-24,16
"4924","RSM00028661",2015-11-25,-19
"4925","RSM00028661",2015-11-26,-60
"4926","RSM00028661",2015-11-27,-45
"4927","RSM00028661",2015-11-28,-17
"4928","RSM00028661",2015-11-29,-7
"4929","RSM00028661",2015-11-30,-53
"4930","RSM00028661",2015-12-01,-81
"4931","RSM00028661",2015-12-02,-67
"4932","RSM00028661",2015-12-03,-29
"4933","RSM00028661",2015-12-04,-39
"4934","RSM00028661",2015-12-05,-53
"4935","RSM00028661",2015-12-06,-63
"4936","RSM00028661",2015-12-07,-14
"4937","RSM00028661",2015-12-08,8
"4938","RSM00028661",2015-12-09,-24
"4939","RSM00028661",2015-12-10,-68
"4940","RSM00028661",2015-12-11,-15
"4941","RSM00028661",2015-12-12,-13
"4942","RSM00028661",2015-12-13,-60
"4943","RSM00028661",2015-12-14,-34
"4944","RSM00028661",2015-12-15,-82
"4945","RSM00028661",2015-12-16,-101
"4946","RSM00028661",2015-12-17,-110
"4947","RSM00028661",2015-12-18,-142
"4948","RSM00028661",2015-12-19,-197
"4949","RSM00028661",2015-12-20,-224
"4950","RSM00028661",2015-12-21,-147
"4951","RSM00028661",2015-12-22,-59
"4952","RSM00028661",2015-12-23,-23
"4953","RSM00028661",2015-12-24,-14
"4954","RSM00028661",2015-12-25,1
"4955","RSM00028661",2015-12-26,-57
"4956","RSM00028661",2015-12-27,-95
"4957","RSM00028661",2015-12-28,-33
"4958","RSM00028661",2015-12-29,-101
"4959","RSM00028661",2015-12-30,-173
"4960","RSM00028661",2015-12-31,-258
"4961","RSM00028661",2016-01-01,-302
"4962","RSM00028661",2016-01-02,-291
"4963","RSM00028661",2016-01-03,-233
"4964","RSM00028661",2016-01-04,-186
"4965","RSM00028661",2016-01-05,-169
"4966","RSM00028661",2016-01-06,-209
"4967","RSM00028661",2016-01-07,-243
"4968","RSM00028661",2016-01-08,-271
"4969","RSM00028661",2016-01-09,-212
"4970","RSM00028661",2016-01-10,-123
"4971","RSM00028661",2016-01-11,-103
"4972","RSM00028661",2016-01-12,-105
"4973","RSM00028661",2016-01-13,-161
"4974","RSM00028661",2016-01-14,-190
"4975","RSM00028661",2016-01-15,-164
"4976","RSM00028661",2016-01-16,-132
"4977","RSM00028661",2016-01-17,-199
"4978","RSM00028661",2016-01-18,-223
"4979","RSM00028661",2016-01-19,-183
